User ID,Games_Played,Deposit_Amount,Num_Deposits,Withdrawal_Amount,Num_Withdrawal,Loyalty Points
844,6,0.0,0,0.0,0,1.2000000000000002
845,29,0.0,0,0.0,0,5.800000000000001
847,1,0.0,0,0.0,0,0.2
849,8,0.0,0,0.0,0,1.6
850,1,17000.0,4,0.0,0,170.20399999999998
851,16,2350.0,3,0.0,0,26.703
852,3,0.0,0,0.0,0,0.6000000000000001
853,3,0.0,0,0.0,0,0.6000000000000001
855,2,0.0,0,0.0,0,0.4
856,108,40000.0,1,0.0,0,421.601
859,1,0.0,0,0.0,0,0.2
861,18,0.0,0,0.0,0,3.6
862,3,0.0,0,0.0,0,0.6000000000000001
865,3,0.0,0,0.0,0,0.6000000000000001
866,19,0.0,0,0.0,0,3.8000000000000003
869,27,0.0,0,0.0,0,5.4
870,2,0.0,0,0.0,0,0.4
875,3,0.0,0,0.0,0,0.6000000000000001
876,9,0.0,0,0.0,0,1.8
877,1,0.0,0,0.0,0,0.2
878,1,0.0,0,0.0,0,0.2
880,2,0.0,0,0.0,0,0.4
881,2,0.0,0,0.0,0,0.4
884,1,0.0,0,0.0,0,0.2
885,4,0.0,0,0.0,0,0.8
886,5,0.0,0,0.0,0,1.0
887,96,0.0,0,0.0,0,19.200000000000003
888,10,0.0,0,0.0,0,2.0
889,19,2000.0,1,0.0,0,23.801000000000002
890,2,0.0,0,12000.0,1,60.4
892,1,0.0,0,0.0,0,0.2
896,1,0.0,0,0.0,0,0.2
897,1,0.0,0,0.0,0,0.2
900,1,0.0,0,0.0,0,0.2
901,4,5000.0,1,0.0,0,50.800999999999995
902,16,0.0,0,0.0,0,3.2
905,1,1000.0,1,0.0,0,10.200999999999999
906,2,0.0,0,0.0,0,0.4
907,1,1000.0,1,0.0,0,10.200999999999999
909,0,20000.0,1,0.0,0,200.001
911,11,10000.0,1,0.0,0,102.20100000000001
913,1,0.0,0,0.0,0,0.2
915,1,15000.0,1,0.0,0,150.201
916,5,0.0,0,0.0,0,1.0
917,1,0.0,0,0.0,0,0.2
919,1,0.0,0,0.0,0,0.2
920,19,0.0,0,0.0,0,3.8000000000000003
921,2,0.0,0,0.0,0,0.4
922,44,0.0,0,0.0,0,8.8
923,27,0.0,0,0.0,0,5.4
926,0,500.0,1,0.0,0,5.001
927,13,6000.0,1,9999.0,1,112.595
928,2,0.0,0,0.0,0,0.4
929,5,2000.0,1,0.0,0,21.001
930,2,0.0,0,0.0,0,0.4
932,11,0.0,0,0.0,0,2.2
933,7,501.0,1,0.0,0,6.4110000000000005
934,2,0.0,0,0.0,0,0.4
936,2,0.0,0,0.0,0,0.4
937,3,0.0,0,0.0,0,0.6000000000000001
940,1,0.0,0,0.0,0,0.2
941,6,0.0,0,0.0,0,1.2000000000000002
943,1,0.0,0,0.0,0,0.2
944,2,200.0,1,0.0,0,2.401
945,12,0.0,0,0.0,0,2.4000000000000004
946,30,10000.0,1,10000.0,1,156.0
950,0,38000.0,4,0.0,0,380.004
951,4,0.0,0,0.0,0,0.8
952,2,0.0,0,0.0,0,0.4
953,5,0.0,0,0.0,0,1.0
955,1,0.0,0,0.0,0,0.2
956,2,0.0,0,0.0,0,0.4
957,1,0.0,0,0.0,0,0.2
963,7,4500.0,1,0.0,0,46.400999999999996
965,1,0.0,0,0.0,0,0.2
967,0,2500.0,1,0.0,0,25.001
968,2,0.0,0,0.0,0,0.4
970,1,0.0,0,0.0,0,0.2
971,2,0.0,0,0.0,0,0.4
972,0,650.0,3,0.0,0,6.503
973,17,3000.0,1,0.0,0,33.401
975,1,0.0,0,0.0,0,0.2
979,9,5000.0,1,0.0,0,51.800999999999995
980,2,3000.0,1,2800.0,1,44.4
982,2,3300.0,3,0.0,0,33.403
985,22,4000.0,2,0.0,0,44.402
986,4,0.0,0,0.0,0,0.8
987,39,0.0,0,0.0,0,7.800000000000001
989,46,5000.0,1,0.0,0,59.201
990,72,0.0,0,0.0,0,14.4
992,47,0.0,0,0.0,0,9.4
996,5,800.0,1,0.0,0,9.001
997,1,0.0,0,0.0,0,0.2
999,2,0.0,0,0.0,0,0.4
